INFO:root:07:59:53 Namespace(accumulate=None, batch_size=32, bert_dataset='book_corpus_wiki_en_uncased', bert_model='bert_12_768_12', dev_batch_size=8, dtype='float32', early_stop=None, epochs=5, epsilon=1e-06, gpu=0, log_interval=10, lr=2e-05, max_len=128, model_parameters=None, only_inference=False, optimizer='bertadam', output_dir='./output_dir', pad=False, pretrained_bert_parameters=None, seed=0, task_name='QQP', training_steps=None, warmup_ratio=0.1)
INFO:root:07:59:58 processing dataset...
WARNING:py.warnings:08:00:02 /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 21 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/train.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

WARNING:py.warnings:08:00:50 /home/ubuntu/.local/lib/python3.6/site-packages/gluonnlp/data/dataset.py:169: UserWarning: 1 incomplete samples in /home/ubuntu/.mxnet/datasets/glue_qqp/dev.tsv
  warnings.warn('%d incomplete samples in %s'%(num_missing, filename))

INFO:root:08:01:46 Now we are doing BERT classification training on gpu(0)!
INFO:root:08:01:46 training steps=56851
INFO:root:08:01:48 [Epoch 1 Batch 10/11375] loss=0.7393, lr=0.0000000, metrics:accuracy:0.5844,f1:0.0000
INFO:root:08:01:49 [Epoch 1 Batch 20/11375] loss=0.7918, lr=0.0000001, metrics:accuracy:0.5703,f1:0.0000
INFO:root:08:01:50 [Epoch 1 Batch 30/11375] loss=0.7012, lr=0.0000001, metrics:accuracy:0.5927,f1:0.0000
INFO:root:08:01:52 [Epoch 1 Batch 40/11375] loss=0.6737, lr=0.0000001, metrics:accuracy:0.6086,f1:0.0000
INFO:root:08:01:53 [Epoch 1 Batch 50/11375] loss=0.7787, lr=0.0000002, metrics:accuracy:0.5931,f1:0.0000
INFO:root:08:01:54 [Epoch 1 Batch 60/11375] loss=0.7384, lr=0.0000002, metrics:accuracy:0.5938,f1:0.0000
INFO:root:08:01:55 [Epoch 1 Batch 70/11375] loss=0.6794, lr=0.0000002, metrics:accuracy:0.5996,f1:0.0000
INFO:root:08:01:56 [Epoch 1 Batch 80/11375] loss=0.6859, lr=0.0000003, metrics:accuracy:0.6039,f1:0.0000
INFO:root:08:01:57 [Epoch 1 Batch 90/11375] loss=0.7225, lr=0.0000003, metrics:accuracy:0.6052,f1:0.0000
INFO:root:08:01:58 [Epoch 1 Batch 100/11375] loss=0.6854, lr=0.0000003, metrics:accuracy:0.6081,f1:0.0000
INFO:root:08:01:59 [Epoch 1 Batch 110/11375] loss=0.7419, lr=0.0000004, metrics:accuracy:0.6048,f1:0.0000
INFO:root:08:02:01 [Epoch 1 Batch 120/11375] loss=0.7615, lr=0.0000004, metrics:accuracy:0.6005,f1:0.0000
INFO:root:08:02:02 [Epoch 1 Batch 130/11375] loss=0.7036, lr=0.0000005, metrics:accuracy:0.6022,f1:0.0000
INFO:root:08:02:03 [Epoch 1 Batch 140/11375] loss=0.6355, lr=0.0000005, metrics:accuracy:0.6071,f1:0.0000
INFO:root:08:02:04 [Epoch 1 Batch 150/11375] loss=0.6627, lr=0.0000005, metrics:accuracy:0.6104,f1:0.0000
INFO:root:08:02:06 [Epoch 1 Batch 160/11375] loss=0.6478, lr=0.0000006, metrics:accuracy:0.6137,f1:0.0000
INFO:root:08:02:07 [Epoch 1 Batch 170/11375] loss=0.6717, lr=0.0000006, metrics:accuracy:0.6140,f1:0.0000
INFO:root:08:02:08 [Epoch 1 Batch 180/11375] loss=0.6282, lr=0.0000006, metrics:accuracy:0.6179,f1:0.0000
INFO:root:08:02:09 [Epoch 1 Batch 190/11375] loss=0.6706, lr=0.0000007, metrics:accuracy:0.6173,f1:0.0009
INFO:root:08:02:10 [Epoch 1 Batch 200/11375] loss=0.6989, lr=0.0000007, metrics:accuracy:0.6142,f1:0.0048
INFO:root:08:02:12 [Epoch 1 Batch 210/11375] loss=0.6114, lr=0.0000007, metrics:accuracy:0.6174,f1:0.0108
INFO:root:08:02:13 [Epoch 1 Batch 220/11375] loss=0.6464, lr=0.0000008, metrics:accuracy:0.6179,f1:0.0218
INFO:root:08:02:14 [Epoch 1 Batch 230/11375] loss=0.6304, lr=0.0000008, metrics:accuracy:0.6198,f1:0.0483
INFO:root:08:02:15 [Epoch 1 Batch 240/11375] loss=0.6179, lr=0.0000008, metrics:accuracy:0.6215,f1:0.0786
INFO:root:08:02:16 [Epoch 1 Batch 250/11375] loss=0.5959, lr=0.0000009, metrics:accuracy:0.6239,f1:0.0972
INFO:root:08:02:17 [Epoch 1 Batch 260/11375] loss=0.6058, lr=0.0000009, metrics:accuracy:0.6268,f1:0.1075
INFO:root:08:02:19 [Epoch 1 Batch 270/11375] loss=0.6050, lr=0.0000009, metrics:accuracy:0.6284,f1:0.1357
INFO:root:08:02:20 [Epoch 1 Batch 280/11375] loss=0.6219, lr=0.0000010, metrics:accuracy:0.6291,f1:0.1653
INFO:root:08:02:21 [Epoch 1 Batch 290/11375] loss=0.5768, lr=0.0000010, metrics:accuracy:0.6320,f1:0.1828
INFO:root:08:02:22 [Epoch 1 Batch 300/11375] loss=0.5755, lr=0.0000011, metrics:accuracy:0.6349,f1:0.1978
INFO:root:08:02:23 [Epoch 1 Batch 310/11375] loss=0.5597, lr=0.0000011, metrics:accuracy:0.6380,f1:0.2205
